split,name,img_w,img_h,n_obj,has_label_file
train,bb_V0014_I0001320_jpg.rf.308ebef36520c22a96f94c7a80d7b6cb.jpg,1920,1080,10,True
train,bb_V0014_I0001720_jpg.rf.281a871a7cd3cf634c8c4abf57850acb.jpg,1920,1080,65,True
train,bb_V0014_I0001720_jpg.rf.5af03adb6ba3a42b5f69aad6942d3ec8.jpg,1920,1080,62,True
train,bb_V0014_I0001720_jpg.rf.5b0856921382bf4c8093ea1b15ff6a14.jpg,1920,1080,63,True
train,bb_V0014_I0001840_jpg.rf.c334b5249d35f251b8097423eec2e45a.jpg,1920,1080,91,True
train,bb_V0014_I0001840_jpg.rf.e16389fd52d3854ee991ba1a3182e6b9.jpg,1920,1080,86,True
train,bb_V0014_I0001840_jpg.rf.e8194900a6270aca20a1bb3f8109e71d.jpg,1920,1080,86,True
train,bb_V0014_I0001960_jpg.rf.32ed009c6b7a75b991db2dcb9e10ddfe.jpg,1920,1080,91,True
train,bb_V0014_I0001960_jpg.rf.6e617269eda21977aa717f9f664630a2.jpg,1920,1080,90,True
train,bb_V0014_I0001960_jpg.rf.b57233c4a1430e6f50c47ed4f17ef1c3.jpg,1920,1080,89,True
train,bb_V0014_I0002160_jpg.rf.13f5c234248ff7bd41ae9461d135cc4a.jpg,1920,1080,64,True
train,bb_V0014_I0002160_jpg.rf.37cb40789308b6d8ade8d7c08f503b5d.jpg,1920,1080,57,True
train,bb_V0014_I0002160_jpg.rf.50fbd3c5c628b76f09e50cd6335d6278.jpg,1920,1080,64,True
train,bb_V0014_I0002240_jpg.rf.0d78956739dbfb15be98a649345116a0.jpg,1920,1080,23,True
train,bb_V0014_I0002240_jpg.rf.56f83aff911517ce944eee0e09a7c38b.jpg,1920,1080,23,True
train,bb_V0014_I0002240_jpg.rf.851bd22e3975d4a5737df1bca9a474e9.jpg,1920,1080,23,True
train,bb_V0014_I0002480_jpg.rf.35aca6bc5f2385b3e54054e144d5d93a.jpg,1920,1080,123,True
train,bb_V0014_I0002480_jpg.rf.51e30ac1d05f945b781ef9658f68b122.jpg,1920,1080,124,True
train,bb_V0014_I0002480_jpg.rf.7bc1f4f3a46db6ab4360ec631a5b940a.jpg,1920,1080,125,True
train,bb_V0014_I0002600_jpg.rf.317bdba2321ea7ea0922058b9fbfa03a.jpg,1920,1080,84,True
train,bb_V0014_I0002600_jpg.rf.9d042a556b07252636f29d4f8a99e10f.jpg,1920,1080,84,True
train,bb_V0014_I0002600_jpg.rf.a44438c9de5ad6c60abcfb48d690d6b3.jpg,1920,1080,84,True
train,bb_V0014_I0003160_jpg.rf.327348511bebbed18b356e35ee8c9433.jpg,1920,1080,3,True
train,bb_V0014_I0003160_jpg.rf.42facd05a475dd05ca960fe480d91dc9.jpg,1920,1080,3,True
train,bb_V0014_I0003160_jpg.rf.cabee8d2dd55fd950b78d7440dd191e5.jpg,1920,1080,3,True
train,bb_V0014_I0003560_jpg.rf.0dc3fe85d9f36947f9983321c76c96f6.jpg,1920,1080,5,True
train,bb_V0014_I0003560_jpg.rf.8cf010125e59c3050d0dd5692ec500cf.jpg,1920,1080,5,True
train,bb_V0014_I0003560_jpg.rf.e0bc98350afc5a3cc58bc9abe79b1b95.jpg,1920,1080,5,True
train,bb_V0014_I0003680_jpg.rf.357fdd1c1f1460b9f54d935e25a4b181.jpg,1920,1080,4,True
train,bb_V0014_I0003680_jpg.rf.51dbb2d07be4bd7a117edc0fa0da6622.jpg,1920,1080,4,True
train,bb_V0014_I0003680_jpg.rf.926549ab2b80c22b5a259e4f4c5e56d8.jpg,1920,1080,4,True
train,bb_V0014_I0004280_jpg.rf.8805f425f89819c10a12e7237848f37a.jpg,1920,1080,4,True
train,bb_V0014_I0004280_jpg.rf.a43b57284d10a4ace2feb14f62ce7177.jpg,1920,1080,3,True
train,bb_V0014_I0004280_jpg.rf.c27166d26396facd09f791adfeeba250.jpg,1920,1080,3,True
train,bb_V0014_I0005160_jpg.rf.31a5cdb9734c7c5d8cb77f3da2976369.jpg,1920,1080,26,True
train,bb_V0014_I0005160_jpg.rf.65cd2250c83663d4c7fe1e757dece1df.jpg,1920,1080,26,True
train,bb_V0014_I0005160_jpg.rf.6b9c14e0e6fd7e15d3e14acdf8f5b907.jpg,1920,1080,26,True
train,bb_V0014_I0005520_jpg.rf.4112a62f9cb78cef0f1b5cce06d0aa98.jpg,1920,1080,30,True
train,bb_V0014_I0005520_jpg.rf.6a81058d0679d71c37ffd6220c7a4d1c.jpg,1920,1080,30,True
train,bb_V0014_I0005520_jpg.rf.83c3ec0043241163ac290eb57fac7d62.jpg,1920,1080,30,True
train,bb_V0014_I0005640_jpg.rf.20a49ac3d4972a72047537d4d8079c8a.jpg,1920,1080,28,True
train,bb_V0014_I0005640_jpg.rf.bb375c504bb3c28effdc258041b95ca0.jpg,1920,1080,28,True
train,bb_V0014_I0005640_jpg.rf.efa1ab70e89c57c3dea40cbd5a140ce3.jpg,1920,1080,28,True
train,bb_V0016_I0000760_jpg.rf.32a7cdf2051c09d7e592b086419ca98e.jpg,1920,1080,4,True
train,bb_V0016_I0000760_jpg.rf.8a26d14a110dce072cb8961f4a896f54.jpg,1920,1080,4,True
train,bb_V0016_I0000760_jpg.rf.d91fa66c76acd26a4d47c37c88882905.jpg,1920,1080,4,True
train,bb_V0016_I0000920_jpg.rf.0590d0a0f574be8ca67901bc5088cbcb.jpg,1920,1080,2,True
train,bb_V0016_I0000920_jpg.rf.8e12bb9152fae5a760e4571d7efa74e5.jpg,1920,1080,2,True
train,bb_V0016_I0000920_jpg.rf.f27045715f19e0ed9eab9486b0528cf4.jpg,1920,1080,2,True
train,bb_V0016_I0001280_jpg.rf.26d3e9b44890984cdebb35da584882c6.jpg,1920,1080,4,True
train,bb_V0016_I0001280_jpg.rf.ce550d3f8b07d7bb3b3ac28c606f8aa1.jpg,1920,1080,4,True
train,bb_V0016_I0001280_jpg.rf.d23e0b72a7d62e0a3ad37e0184c52855.jpg,1920,1080,4,True
train,bb_V0016_I0001440_jpg.rf.2b7b9883241f28ce6d4ab4c938db9462.jpg,1920,1080,4,True
train,bb_V0016_I0001440_jpg.rf.53d1c931f62f6c11e2eeffb6269bae7b.jpg,1920,1080,4,True
train,bb_V0016_I0001440_jpg.rf.e2622183223cbc1c8f53f4b19b8194ff.jpg,1920,1080,4,True
train,bb_V0016_I0001600_jpg.rf.218c40a07ab700bad74cec7914a05c27.jpg,1920,1080,4,True
train,bb_V0016_I0001600_jpg.rf.891cb8dfa9e5c1e0d5cc8ac9dcf40735.jpg,1920,1080,4,True
train,bb_V0016_I0001600_jpg.rf.bb00fecc48c8456386ffae83a36821d9.jpg,1920,1080,4,True
train,bb_V0016_I0001760_jpg.rf.5c9c18d33fc34a946183af62a6b75016.jpg,1920,1080,4,True
train,bb_V0016_I0001760_jpg.rf.cb591f23e0c5c772da63522d2e565a7e.jpg,1920,1080,4,True
train,bb_V0016_I0001760_jpg.rf.fab10371431955c30386bb6a92ec4268.jpg,1920,1080,4,True
train,bb_V0016_I0001800_jpg.rf.c83f4c32562e94b4c2926ec3f65bbebc.jpg,1920,1080,1,True
train,bb_V0016_I0001800_jpg.rf.d99ae2ca2aff8a929c03fc1b6f51ab4e.jpg,1920,1080,1,True
train,bb_V0016_I0001800_jpg.rf.f38357f516bb6f39c085e49189c2158e.jpg,1920,1080,1,True
train,bb_V0016_I0002720_jpg.rf.376838333e0a877335941c4726933e81.jpg,1920,1080,8,True
train,bb_V0016_I0002720_jpg.rf.433907d17996fe613546c4dfc7c3d6da.jpg,1920,1080,8,True
train,bb_V0016_I0002720_jpg.rf.f768f9f2017b013e28a846328f28b901.jpg,1920,1080,8,True
train,bb_V0016_I0002760_jpg.rf.0f51f3423832dafd60bf900643adc695.jpg,1920,1080,31,True
train,bb_V0016_I0002760_jpg.rf.6422cd8af95d5b0fa9d94aaf516eab44.jpg,1920,1080,32,True
train,bb_V0016_I0002760_jpg.rf.7516d5af29b4db63906b7f8a6450ec95.jpg,1920,1080,32,True
train,bb_V0016_I0003120_jpg.rf.0059ee993b92f434e6175ed7648936b5.jpg,1920,1080,10,True
train,bb_V0016_I0003120_jpg.rf.7184977479e29ea70d2ce615fd8ed11e.jpg,1920,1080,15,True
train,bb_V0016_I0003120_jpg.rf.fe0b0d4397a58acf58685cb4be09f350.jpg,1920,1080,13,True
train,bb_V0016_I0003240_jpg.rf.a19053cd2ce67574f6744ff1477a8df2.jpg,1920,1080,2,True
train,bb_V0016_I0003240_jpg.rf.c78ab4677860cc583d8500af2147ed3f.jpg,1920,1080,2,True
train,bb_V0016_I0003240_jpg.rf.f29a28ed260b33463065fbccfbeb8e0e.jpg,1920,1080,2,True
train,bb_V0016_I0003720_jpg.rf.3c5ce92422f2d087c053638c3c783609.jpg,1920,1080,14,True
train,bb_V0016_I0003720_jpg.rf.71d10e248d5e9d9ffe3b77e7d116868f.jpg,1920,1080,14,True
train,bb_V0016_I0003720_jpg.rf.78d5b87738b1d34af19de5bb07039ebe.jpg,1920,1080,14,True
train,bb_V0016_I0004280_jpg.rf.88fe31cd7eb1ec44cc46adee75a94186.jpg,1920,1080,4,True
train,bb_V0016_I0004280_jpg.rf.cb7677924b83f21235b63392315c7cf9.jpg,1920,1080,4,True
train,bb_V0016_I0004280_jpg.rf.ef529b75ec6a2c2d8c28cef9468876ca.jpg,1920,1080,3,True
train,bb_V0016_I0005000_jpg.rf.6d733fd0f1692d6645d031a6732ace60.jpg,1920,1080,3,True
train,bb_V0016_I0005000_jpg.rf.e28811798aa9d651f57f28f5cc6f183d.jpg,1920,1080,3,True
train,bb_V0016_I0005000_jpg.rf.fc3be0f19a66b51af1de0f1844012102.jpg,1920,1080,3,True
train,bb_V0016_I0005480_jpg.rf.8d87939b3d90cb2519812b7e3e871e51.jpg,1920,1080,3,True
train,bb_V0016_I0005480_jpg.rf.c20b378dcada27f6520867b6a7687b4f.jpg,1920,1080,3,True
train,bb_V0016_I0005480_jpg.rf.f1e84ffd662b417933ba2308ccb74f5c.jpg,1920,1080,3,True
train,bb_V0016_I0005640_jpg.rf.9b82fa980b91cedb154a856605c62278.jpg,1920,1080,7,True
train,bb_V0016_I0005640_jpg.rf.d3485fe6452fe69ccc43a64bc53db1e0.jpg,1920,1080,7,True
train,bb_V0016_I0005640_jpg.rf.f1fa58c2c627c397e690da7b482e8f93.jpg,1920,1080,7,True
train,bb_V0016_I0006120_jpg.rf.a4f45c96e005e63a634cb4c2d49d6caa.jpg,1920,1080,5,True
train,bb_V0016_I0006120_jpg.rf.bf75af3942960aa62ff428d1b997a934.jpg,1920,1080,5,True
train,bb_V0016_I0006120_jpg.rf.f5cb7ab738318815fc8c7684ecc3a158.jpg,1920,1080,5,True
train,bb_V0018_I0000000_jpg.rf.2a09b1760cebaa9adeb43b132608e8c9.jpg,1920,1080,165,True
train,bb_V0018_I0000000_jpg.rf.db61ab10ad1eb25e6726b1f4ccb766de.jpg,1920,1080,160,True
train,bb_V0018_I0000000_jpg.rf.fe85e62180bfac606985468bf8a932c6.jpg,1920,1080,171,True
train,bb_V0018_I0000680_jpg.rf.5aa71dd8f55b1d186b5e6a071c7c9096.jpg,1920,1080,93,True
train,bb_V0018_I0000680_jpg.rf.92353e0c1c230eecddaf616ec666eaae.jpg,1920,1080,95,True
train,bb_V0018_I0000680_jpg.rf.ae93a7c1b486134d574cf7c02b7fe41b.jpg,1920,1080,95,True
train,bb_V0018_I0000800_jpg.rf.c0824fbdec0e4634f4556aade9d748e8.jpg,1920,1080,94,True
train,bb_V0018_I0000800_jpg.rf.d5c835b9c3f036a7eb0cecac97f5f9df.jpg,1920,1080,94,True
train,bb_V0018_I0000800_jpg.rf.e2170ba00d7f49a62ff128f90639d52d.jpg,1920,1080,94,True
train,bb_V0018_I0000920_jpg.rf.57ae32a70f92ac6fed318b282c9b9922.jpg,1920,1080,57,True
train,bb_V0018_I0000920_jpg.rf.9fc5baba709795cf5b67d10cd94e842b.jpg,1920,1080,58,True
train,bb_V0018_I0000920_jpg.rf.b9e827f4613d50e0ceff7c687435215c.jpg,1920,1080,57,True
train,bb_V0018_I0001680_jpg.rf.5b6b9f4cfe1da7073f4d6ba100673cd9.jpg,1920,1080,286,True
train,bb_V0018_I0001680_jpg.rf.a3ed038f5cfa96b718f5e3c0f6e81b90.jpg,1920,1080,288,True
train,bb_V0018_I0001680_jpg.rf.fd7c566673c7b279ef39bd61d9127f32.jpg,1920,1080,288,True
train,bb_V0018_I0002200_jpg.rf.51ddfe0ef0c1fc02c3c26fb61327d73f.jpg,1920,1080,144,True
train,bb_V0018_I0002200_jpg.rf.5de8ca30c7b12e01e98a59a945164232.jpg,1920,1080,144,True
train,bb_V0018_I0002200_jpg.rf.ad41a4c4dbc2fbd9a0bfc017ae3dbb98.jpg,1920,1080,147,True
train,bb_V0019_I0000240_jpg.rf.04fc05dcfe84670109bd9e4cf4727736.jpg,1920,1080,38,True
train,bb_V0019_I0000240_jpg.rf.2ad0bee57dbbd2cdce56565357905672.jpg,1920,1080,38,True
train,bb_V0019_I0000240_jpg.rf.60be602d25a884cc372f6cea0bf6046c.jpg,1920,1080,38,True
train,bb_V0019_I0000360_jpg.rf.343da93f3fc995d19fd100d9c50c646f.jpg,1920,1080,3,True
train,bb_V0019_I0000360_jpg.rf.46f3f7b3017aa3dd65b3660c89f85232.jpg,1920,1080,3,True
train,bb_V0019_I0000360_jpg.rf.e92239ef1f384be096af0eecd96f13ec.jpg,1920,1080,3,True
train,bb_V0019_I0001760_jpg.rf.0213f9b7705857061e987ca258740013.jpg,1920,1080,16,True
train,bb_V0019_I0001760_jpg.rf.12e7891a2fabc5338d5615e7ca332541.jpg,1920,1080,16,True
train,bb_V0019_I0001760_jpg.rf.e1e0715c7d060658d2ca4ff3f888d551.jpg,1920,1080,17,True
train,bb_V0019_I0002040_jpg.rf.060a181ce29c8d3b791f681c0eb59413.jpg,1920,1080,12,True
train,bb_V0019_I0002040_jpg.rf.287b30aea590202d551766b2550f55da.jpg,1920,1080,11,True
train,bb_V0019_I0002040_jpg.rf.ade7edafbd7d22aec8f4195a08fba4ce.jpg,1920,1080,10,True
train,bb_V0019_I0002200_jpg.rf.3e76952cb116ccc262e26a89ec053fbc.jpg,1920,1080,9,True
train,bb_V0019_I0002200_jpg.rf.a78f30bb60e8e580272909c26872b97b.jpg,1920,1080,9,True
train,bb_V0019_I0002200_jpg.rf.a8647b5b7cefad541f72ef79e8675d81.jpg,1920,1080,9,True
train,bb_V0019_I0002280_jpg.rf.5f55834f2e9bd0f9f9314ef00bac204c.jpg,1920,1080,13,True
train,bb_V0019_I0002280_jpg.rf.a7025f05ffd9317975590a31f39f1952.jpg,1920,1080,13,True
train,bb_V0019_I0002280_jpg.rf.d4dd12ea9f531d5642a598f3fcceaf7b.jpg,1920,1080,13,True
train,bb_V0019_I0002400_jpg.rf.0196bfd05a617dbb17d3eb99436d3863.jpg,1920,1080,24,True
train,bb_V0019_I0002400_jpg.rf.f0d797a93cb32bde872804306e41faf8.jpg,1920,1080,24,True
train,bb_V0019_I0002400_jpg.rf.f5acff19c8c6e7b1ef11ecd3938ad11f.jpg,1920,1080,24,True
train,bb_V0019_I0002800_jpg.rf.358692e3b923679872adc2949456c280.jpg,1920,1080,10,True
train,bb_V0019_I0002800_jpg.rf.65bbe1018a253241776373382eb415cf.jpg,1920,1080,10,True
train,bb_V0019_I0002800_jpg.rf.72822555e8ef8bb02f4492b7d34e6ad8.jpg,1920,1080,10,True
train,bb_V0020_I0000280_jpg.rf.3cb5090e3d5852b9af55aa9d7777f858.jpg,1920,1080,3,True
train,bb_V0020_I0000280_jpg.rf.ab2d15983a2935cfc957e5594739f3c8.jpg,1920,1080,3,True
train,bb_V0020_I0000280_jpg.rf.c1cd41f65efb7334cff5fa14df1366f4.jpg,1920,1080,3,True
train,bb_V0020_I0000680_jpg.rf.0bb061b9c885d77929d466581433735f.jpg,1920,1080,2,True
train,bb_V0020_I0000680_jpg.rf.71b713ea70d4c69fd29d91dedb49f602.jpg,1920,1080,2,True
train,bb_V0020_I0000680_jpg.rf.a1336ccb5cda2fb0ef0ae39deb5eaab2.jpg,1920,1080,2,True
train,bb_V0020_I0002000_jpg.rf.4b891eb9e4ac8fd93c26c0000548316c.jpg,1920,1080,1,True
train,bb_V0020_I0002000_jpg.rf.bd17186d8821a12e4aac95a2d60eef15.jpg,1920,1080,1,True
train,bb_V0020_I0002000_jpg.rf.f7c54825086ddede8dc0bc147a24f51a.jpg,1920,1080,1,True
train,bb_V0020_I0002040_jpg.rf.050b856c7f27dbd8527692f83ff3f34a.jpg,1920,1080,1,True
train,bb_V0020_I0002040_jpg.rf.97cabbde99f0ea4317095c090524f419.jpg,1920,1080,1,True
train,bb_V0020_I0002040_jpg.rf.c66ab43300ece588bba028f3e52375a6.jpg,1920,1080,1,True
train,bb_V0020_I0002160_jpg.rf.7584074bc441f5c16b155900be38719a.jpg,1920,1080,3,True
train,bb_V0020_I0002160_jpg.rf.8b638755ea6c433e8944d8bc41fb7730.jpg,1920,1080,3,True
train,bb_V0020_I0002160_jpg.rf.af12d0e0d9783d301b0df5b9044b1147.jpg,1920,1080,3,True
train,bb_V0020_I0002920_jpg.rf.6cec017d6ceac80d09cf6990de64fe31.jpg,1920,1080,7,True
train,bb_V0020_I0002920_jpg.rf.a82bed2c87a00841dd6f6285a685524e.jpg,1920,1080,7,True
train,bb_V0020_I0002920_jpg.rf.e31c7eef1f8d5937f85799c12757e9b2.jpg,1920,1080,7,True
train,bb_V0020_I0002960_jpg.rf.a6e51b91fdc7fbb33840f2fc40761b11.jpg,1920,1080,15,True
train,bb_V0020_I0002960_jpg.rf.b7ee607ffc520b9170a5d395bd5fc11c.jpg,1920,1080,15,True
train,bb_V0020_I0002960_jpg.rf.e5b9bca2a3d80b4f63771f9c39991d36.jpg,1920,1080,15,True
train,bb_V0020_I0003040_jpg.rf.50a7f7248b48d5b3ade5d4463c1d6f8d.jpg,1920,1080,17,True
train,bb_V0020_I0003040_jpg.rf.62abd20e02715fca4b77f4726018d7fe.jpg,1920,1080,17,True
train,bb_V0020_I0003040_jpg.rf.8aa40fe621d05f5aefd07e7d30855f6b.jpg,1920,1080,17,True
train,bb_V0020_I0003120_jpg.rf.6fe4282b0612495a85b6fab06796560d.jpg,1920,1080,14,True
train,bb_V0020_I0003120_jpg.rf.70000bd94bfaff55545951d6c6ff0cc3.jpg,1920,1080,14,True
train,bb_V0020_I0003120_jpg.rf.cc0a517edd31b7769ae79213c25f3b69.jpg,1920,1080,14,True
train,bb_V0020_I0003160_jpg.rf.09342175d47c7a666ad7a61fa3d7b7b1.jpg,1920,1080,11,True
train,bb_V0020_I0003160_jpg.rf.3665abd1152736f06df547cd8623d389.jpg,1920,1080,11,True
train,bb_V0020_I0003160_jpg.rf.801d025ad94c9ae994cc3213001735f5.jpg,1920,1080,11,True
train,bb_V0020_I0003200_jpg.rf.5958f7197b0958bfc86789a2a5539d1b.jpg,1920,1080,17,True
train,bb_V0020_I0003200_jpg.rf.a1ae6e9f007f4723e8075454b81c0da7.jpg,1920,1080,17,True
train,bb_V0020_I0003200_jpg.rf.b9bf0dcb7f161590f78dc66e888c33b0.jpg,1920,1080,17,True
train,bb_V0020_I0003320_jpg.rf.00990e42cfa3c190ef96be694c4268bb.jpg,1920,1080,14,True
train,bb_V0020_I0003320_jpg.rf.2f28c298a881500242d0ebce595a42c4.jpg,1920,1080,14,True
train,bb_V0020_I0003320_jpg.rf.581ad700b6d950edec8d569c0f8b9a14.jpg,1920,1080,14,True
train,bb_V0022_I0000480_jpg.rf.304ee31256144c7ad8a48fcc46bfcdac.jpg,1920,1080,3,True
train,bb_V0022_I0000480_jpg.rf.4bdda07575977f063b3855d3ffa1a0ef.jpg,1920,1080,3,True
train,bb_V0022_I0000480_jpg.rf.4d9a7d490751e7997d8ac82cb9d63cbb.jpg,1920,1080,3,True
train,bb_V0022_I0002200_jpg.rf.86c1f35273ba4e135c8d22b46759ce23.jpg,1920,1080,3,True
train,bb_V0022_I0002200_jpg.rf.b461ffc95b7a1652181ef59ec4b98228.jpg,1920,1080,3,True
train,bb_V0022_I0002200_jpg.rf.fcc5a7a4011a77873c303e16bf0d5a62.jpg,1920,1080,3,True
train,bb_V0022_I0002280_jpg.rf.1990ff19c7c58c58c0e4fb16d90d7c67.jpg,1920,1080,52,True
train,bb_V0022_I0002280_jpg.rf.3f71b66ede81d439e1c955efedd4c825.jpg,1920,1080,52,True
train,bb_V0022_I0002280_jpg.rf.4bbb414dea8882284d11092a201c82f9.jpg,1920,1080,52,True
train,bb_V0022_I0002360_jpg.rf.3d88640c1644c4ccd89e4f53be6f1f40.jpg,1920,1080,57,True
train,bb_V0022_I0002360_jpg.rf.3e21c326d783c96a1be3d924e84fd838.jpg,1920,1080,57,True
train,bb_V0022_I0002360_jpg.rf.fe8fcb57f893c7b3f27fb4c89849949d.jpg,1920,1080,57,True
train,bb_V0022_I0005640_jpg.rf.68a5ccaba912add800d7b2d00407971c.jpg,1920,1080,54,True
train,bb_V0022_I0005640_jpg.rf.6c09242a5a6e2cd0ef85c5b77512a207.jpg,1920,1080,38,True
train,bb_V0022_I0005640_jpg.rf.e71351d7bbc008d58b5bc314469e90a4.jpg,1920,1080,54,True
train,bb_V0022_I0007080_jpg.rf.4953de5df2ba436ad10a6ab8a4762439.jpg,1920,1080,112,True
train,bb_V0022_I0007080_jpg.rf.ddc8356a023406b7d5d4aa0c4a0d5322.jpg,1920,1080,112,True
train,bb_V0022_I0007080_jpg.rf.ed2bf13f90225531061b2fcff0a41fcb.jpg,1920,1080,112,True
train,bb_V0022_I0007240_jpg.rf.4c59e222eed67539b376a2c91f5b953f.jpg,1920,1080,3,True
train,bb_V0022_I0007240_jpg.rf.4dbea8e2e54a91bd1c73fbf359db88a0.jpg,1920,1080,3,True
train,bb_V0022_I0007240_jpg.rf.5c2e72b1ccd7e1548d6066e764525e0f.jpg,1920,1080,3,True
train,bb_V0022_I0007880_jpg.rf.3e21263504e06046b96be93abf589e49.jpg,1920,1080,116,True
train,bb_V0022_I0007880_jpg.rf.493a32bf1a522902c49e541f4741e5a7.jpg,1920,1080,121,True
train,bb_V0022_I0007880_jpg.rf.a8bd6ee11b06e3997f6c0e8a4708b567.jpg,1920,1080,119,True
train,bb_V0023_I0000080_jpg.rf.25dd54a5a84ec9e7b54846c52f967e20.jpg,1920,1080,6,True
train,bb_V0023_I0000080_jpg.rf.401f85dd67815425e6f1aa641e04c12e.jpg,1920,1080,6,True
train,bb_V0023_I0000080_jpg.rf.59123ac4f7507b3969936d68d1394343.jpg,1920,1080,6,True
train,bb_V0023_I0000160_jpg.rf.0d03d90e1daf4dc0b78c5a1de56dd2c6.jpg,1920,1080,9,True
train,bb_V0023_I0000160_jpg.rf.82299be01553796b089c53810ff0f4e1.jpg,1920,1080,9,True
train,bb_V0023_I0000160_jpg.rf.f2136511094c87503677f8efb43b4d57.jpg,1920,1080,9,True
train,bb_V0023_I0000400_jpg.rf.061d662308e6c44b1744cee05d1d56c2.jpg,1920,1080,18,True
train,bb_V0023_I0000400_jpg.rf.5cf8a30945aeb841adb891c8e1fe218d.jpg,1920,1080,18,True
train,bb_V0023_I0000400_jpg.rf.684376d8f0753fc297bd0f17a139ead0.jpg,1920,1080,18,True
train,bb_V0023_I0001200_jpg.rf.91531287047e6a8e74ba40595cc895f8.jpg,1920,1080,121,True
train,bb_V0023_I0001200_jpg.rf.985c3ac63166ce65e657b986677a17a9.jpg,1920,1080,121,True
train,bb_V0023_I0001200_jpg.rf.d8adcf9bdf07c55564ff15f8a56e09fe.jpg,1920,1080,121,True
train,bb_V0023_I0001320_jpg.rf.232f9b42c32bf3dc5e9560910c30a827.jpg,1920,1080,123,True
train,bb_V0023_I0001320_jpg.rf.495b7c7207e8af55801c9ed5b8aed255.jpg,1920,1080,123,True
train,bb_V0023_I0001320_jpg.rf.757afa834b1b58192a65aa056bb232f1.jpg,1920,1080,121,True
train,bb_V0023_I0001560_jpg.rf.839df41c5814da4bae064e48037da9f2.jpg,1920,1080,75,True
train,bb_V0023_I0001560_jpg.rf.97aba4200a91b20a52558857aa0eb0a2.jpg,1920,1080,77,True
train,bb_V0023_I0001560_jpg.rf.9ee0e1bf3202828eab0d76c41af6fd63.jpg,1920,1080,76,True
train,bb_V0023_I0001600_jpg.rf.312597de48f8144bd68d5c107e93113a.jpg,1920,1080,62,True
train,bb_V0023_I0001600_jpg.rf.73f8e8fef9702dfbb59c5418fcc0f119.jpg,1920,1080,61,True
train,bb_V0023_I0001600_jpg.rf.a6a74f578923f089dec6fc4e431fe3d4.jpg,1920,1080,62,True
train,bb_V0023_I0001920_jpg.rf.12d83fe85c61e13c0a0f34a129eb1064.jpg,1920,1080,8,True
train,bb_V0023_I0001920_jpg.rf.1edc763e601af6ee53ab1053372452c2.jpg,1920,1080,8,True
train,bb_V0023_I0001920_jpg.rf.8922fb973f3584d78784623f277c8c3a.jpg,1920,1080,8,True
train,bb_V0023_I0002000_jpg.rf.a05fc776c6a39a7ffdbf050aa26ca715.jpg,1920,1080,6,True
train,bb_V0023_I0002000_jpg.rf.e49cfe3480522dd00ba283b074ba4e51.jpg,1920,1080,6,True
train,bb_V0023_I0002000_jpg.rf.ee757a5363d978860c35886067fb7d67.jpg,1920,1080,6,True
train,bb_V0023_I0002080_jpg.rf.14b07593fd0828dad01c0eaaeb46685e.jpg,1920,1080,4,True
train,bb_V0023_I0002080_jpg.rf.4d66395613f38b18ff3f4ccaf130aee8.jpg,1920,1080,4,True
train,bb_V0023_I0002080_jpg.rf.9f5d8ffe6103f6fb7a7467e664e91fa8.jpg,1920,1080,3,True
train,bb_V0023_I0002200_jpg.rf.09e9dfe6e7426ecb367bf2006ee3d27c.jpg,1920,1080,2,True
train,bb_V0023_I0002200_jpg.rf.acfb19e70c73027759886d217c5416dd.jpg,1920,1080,2,True
train,bb_V0023_I0002200_jpg.rf.dff1023f6b0431d85380b0dcc8b35a18.jpg,1920,1080,2,True
train,bb_V0023_I0002240_jpg.rf.2d51d5aa45c8e938f2978ddc6d7cd0b7.jpg,1920,1080,2,True
train,bb_V0023_I0002240_jpg.rf.8194ae013efc148e29b0b530a6c38eaa.jpg,1920,1080,2,True
train,bb_V0023_I0002240_jpg.rf.bdbae0f6666650ee9c9fcff975c18813.jpg,1920,1080,2,True
train,bb_V0024_I0000240_jpg.rf.0dc8355ed4e07e6537ba129a82028663.jpg,1920,1080,1,True
train,bb_V0024_I0000240_jpg.rf.37496f91f3aed8dbf8bc32734a7f6a2a.jpg,1920,1080,1,True
train,bb_V0024_I0000240_jpg.rf.60cc313ffcf05beb9e26a37f3728ac92.jpg,1920,1080,1,True
train,bb_V0024_I0000400_jpg.rf.4a6c1f2f114bae57d8c7835ab6abf295.jpg,1920,1080,1,True
train,bb_V0024_I0000400_jpg.rf.99d85d826c9fb83f8d0b271243c343a0.jpg,1920,1080,1,True
train,bb_V0024_I0000400_jpg.rf.cd426442c86ed3d4b903abb9d9ac9f81.jpg,1920,1080,1,True
train,bb_V0024_I0000560_jpg.rf.2fd69c4b56f60918963f4ce8bf394eff.jpg,1920,1080,1,True
train,bb_V0024_I0000560_jpg.rf.323c699eabb6a666decb81b1f62e11f1.jpg,1920,1080,1,True
train,bb_V0024_I0000560_jpg.rf.e2196f3f9a0756f55cf223fd83f61cdf.jpg,1920,1080,1,True
train,bb_V0024_I0000720_jpg.rf.af0dae7c0b7a397328596566a8a00b1a.jpg,1920,1080,1,True
train,bb_V0024_I0000720_jpg.rf.d4a6a5803e689b90e464df3333fb3ad2.jpg,1920,1080,1,True
train,bb_V0024_I0000720_jpg.rf.e34e4a5363c88717d28710648a24c76d.jpg,1920,1080,1,True
